year,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Location 1,Premise,Total Incidents
2012,6/28/12,21:17:00,3AF,2700 MARYLAND AVE,ROBBERY - STREET,O,FIREARM,512,NORTHERN,Charles Village,"(39.3207800000, -76.6185900000)",STREET,1
2012,6/28/12,23:30:00,3P,6300 WABASH AV,ROBBERY - STREET,I,,631,NORTHWESTERN,Reisterstown Station,"(39.3516300000, -76.7046400000)",OTHER - IN,1
2012,6/27/12,11:00:00,3P,1800 N ROSEDALE ST,ROBBERY - STREET,O,,813,SOUTHWESTERN,Northwest Community Action,"(39.3080900000, -76.6692800000)",ATM MACHIN,1
2012,6/27/12,0:00:00,3AK,400 PARKSLEY AVE,ROBBERY - STREET,O,KNIFE,832,SOUTHWESTERN,Gwynns Falls,"(39.2797800000, -76.6656600000)",STREET,1
2012,6/27/12,4:00:00,3AF,2200 BELAIR RD,ROBBERY - STREET,O,FIREARM,431,NORTHEASTERN,Clifton Park,"(39.3174300000, -76.5785500000)",STREET,1
2012,6/27/12,6:30:00,3B,600 E 33RD ST,ROBBERY - STREET,O,,543,NORTHERN,Waverly,"(39.3285200000, -76.6081200000)",STREET,1
2012,6/27/12,13:10:00,3AF,2800 E FAYETTE ST,ROBBERY - STREET,O,FIREARM,222,SOUTHEASTERN,Patterson Park Neighborhood,"(39.2945600000, -76.5777000000)",STREET,1
2012,6/27/12,13:45:00,3P,1700 PENNSYLVANIA AV,ROBBERY - STREET,O,,123,CENTRAL,Upton,"(39.3040000000, -76.6352800000)",SUBWAY,1
2012,6/27/12,18:37:00,3AF,3600 DOLFIELD AVE,ROBBERY - STREET,O,FIREARM,643,NORTHWESTERN,Dolfield,"(39.3361100000, -76.6754400000)",ALLEY,1
2012,6/27/12,18:54:00,3AF,6300 WABASH AVE,ROBBERY - STREET,O,FIREARM,631,NORTHWESTERN,Reisterstown Station,"(39.3516300000, -76.7046400000)",OTHER - OU,1
2012,6/27/12,18:58:00,3CK,2000 ASHBURTON ST,ROBBERY - COMMERCIAL,I,KNIFE,811,SOUTHWESTERN,Walbrook,"(39.3103100000, -76.6622700000)",OTHER - IN,1
2012,6/27/12,20:45:00,3B,200 E PRATT ST,ROBBERY - STREET,I,,112,CENTRAL,Inner Harbor,"(39.2865900000, -76.6120400000)",RETAIL/SMA,1
2012,6/27/12,22:35:00,3AF,5500 WOODCREST AVE,ROBBERY - STREET,,FIREARM,633,NORTHWESTERN,Pimlico Good Neighbors,"(39.3557600000, -76.6752900000)",,1
2012,6/27/12,23:23:00,3B,4400 ASBURY AVE,ROBBERY - STREET,,,442,NORTHEASTERN,Belair-Edison,"(39.3287900000, -76.5627200000)",,1
2012,6/26/12,1:00:00,3AK,0 E NORTH AVE,ROBBERY - STREET,O,KNIFE,141,CENTRAL,Charles North,"(39.3112100000, -76.6164400000)",OTHER - OU,1
2012,6/26/12,1:52:00,3AF,0 E 21ST ST,ROBBERY - STREET,O,FIREARM,514,NORTHERN,Charles North,"(39.3132600000, -76.6166200000)",STREET,1
2012,6/26/12,1:52:00,3AF,0 E 21ST ST,ROBBERY - STREET,O,FIREARM,514,NORTHERN,Charles North,"(39.3132600000, -76.6166200000)",STREET,1
2012,6/26/12,5:56:00,3B,1600 E PRATT ST,ROBBERY - STREET,O,,212,SOUTHEASTERN,Washington Hill,"(39.2892400000, -76.5946000000)",STREET,1
2012,6/26/12,5:56:00,3B,1600 E PRATT ST,ROBBERY - STREET,O,,212,SOUTHEASTERN,Washington Hill,"(39.2892400000, -76.5946000000)",STREET,1
2012,6/26/12,13:16:00,3AF,300 N Bentalou St,ROBBERY - STREET,O,FIREARM,841,SOUTHWESTERN,Millhill,"(39.2838800000, -76.6526800000)",STREET,1
2012,6/26/12,15:30:00,3B,4100 HAYWARD AV,ROBBERY - STREET,O,,623,NORTHWESTERN,Woodmere,"(39.3448600000, -76.6865400000)",STREET,1
2012,6/26/12,16:00:00,3B,2300 E BALTIMORE ST,ROBBERY - STREET,O,,221,SOUTHEASTERN,Patterson Place,"(39.2919200000, -76.5846000000)",PARK,1
2012,6/26/12,18:30:00,3AF,5700 BELAIR RD,ROBBERY - STREET,O,FIREARM,444,NORTHEASTERN,Frankford,"(39.3430200000, -76.5445900000)",STREET,1
2012,6/26/12,18:30:00,3AF,5700 BELAIR RD,ROBBERY - STREET,O,FIREARM,444,NORTHEASTERN,Frankford,"(39.3430200000, -76.5445900000)",STREET,1
2012,6/26/12,21:44:00,3AF,3400 LOCH RAVEN BD,ROBBERY - STREET,O,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3301600000, -76.5979200000)",STREET,1
2012,6/26/12,21:44:00,3AF,3400 LOCH RAVEN BD,ROBBERY - STREET,O,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3301600000, -76.5979200000)",STREET,1
2012,6/26/12,22:45:00,3AF,5600 FRANKFORD AV,ROBBERY - STREET,O,FIREARM,443,NORTHEASTERN,Frankford,"(39.3217000000, -76.5405500000)",PARKING LO,1
2012,6/26/12,23:15:00,3JK,1000 N ARLINGTON AV,ROBBERY - RESIDENCE,I,KNIFE,743,WESTERN,Sandtown-Winchester,"(39.3009100000, -76.6359200000)",ROW/TOWNHO,1
2012,6/26/12,23:27:00,3JF,2400 WESTPORT ST,ROBBERY - RESIDENCE,I,FIREARM,921,SOUTHERN,Westport,"(39.2613200000, -76.6369300000)",ROW/TOWNHO,1
2012,6/26/12,23:30:00,3AF,3300 HUDSON ST,ROBBERY - STREET,O,FIREARM,232,SOUTHEASTERN,Canton,"(39.2824800000, -76.5696500000)",STREET,1
2012,6/26/12,23:45:00,3AF,7300 HARFORD RD,ROBBERY - STREET,O,FIREARM,424,NORTHEASTERN,North Harford Road,"(39.3698300000, -76.5463100000)",STREET,1
2012,6/26/12,23:45:00,3AF,7300 HARFORD RD,ROBBERY - STREET,O,FIREARM,424,NORTHEASTERN,North Harford Road,"(39.3698300000, -76.5463100000)",STREET,1
2012,6/25/12,2:15:00,3AF,600 N CURLEY ST,ROBBERY - STREET,O,FIREARM,224,SOUTHEASTERN,Ellwood Park/Monument,"(39.2983500000, -76.5759400000)",STREET,1
2012,6/25/12,2:30:00,3B,3500 ROUND RD,ROBBERY - STREET,O,,922,SOUTHERN,Cherry Hill,"(39.2427300000, -76.6232300000)",STREET,1
2012,6/25/12,2:30:00,3B,3500 ROUND RD,ROBBERY - STREET,O,,922,SOUTHERN,Cherry Hill,"(39.2427300000, -76.6232300000)",STREET,1
2012,6/25/12,3:26:00,3AF,5200 PARK HEIGHTS AV,ROBBERY - STREET,O,FIREARM,633,NORTHWESTERN,Arlington,"(39.3491600000, -76.6764000000)",STREET,1
2012,6/25/12,12:35:00,3AF,2100 EDMONDSON AV,ROBBERY - STREET,O,FIREARM,722,WESTERN,Midtown-Edmondson,"(39.2950500000, -76.6508400000)",STREET,1
2012,6/25/12,15:20:00,3B,CATON AVE,ROBBERY - STREET,O,,842,SOUTHWESTERN,Saint Josephs,"(39.2873200000, -76.6750000000)",STREET,1
2012,6/25/12,19:30:00,3D,2500 E MONUMENT ST,ROBBERY - COMMERCIAL,I,,221,EASTERN,McElderry Park,"(39.2988300000, -76.5819700000)",GROCERY/CO,1
2012,6/25/12,22:01:00,3AF,5700 RADECKE AV,ROBBERY - STREET,O,FIREARM,444,NORTHEASTERN,Frankford,"(39.3301200000, -76.5355500000)",STREET,1
2012,6/25/12,22:50:00,3LF,4500 EDMONDSON AV,ROBBERY - COMMERCIAL,I,FIREARM,822,SOUTHWESTERN,Rognel Heights,"(39.2934900000, -76.6928300000)",BANK/FINAN,1
2012,6/24/12,0:40:00,3B,500 W Cold Spring Ln,ROBBERY - STREET,O,,541,NORTHERN,Roland Park,"(39.3445900000, -76.6311100000)",STREET,1
2012,6/24/12,2:00:00,3B,1900 N DUKELAND ST,ROBBERY - STREET,O,,811,SOUTHWESTERN,Walbrook,"(39.3096300000, -76.6640800000)",STREET,1
2012,6/24/12,3:30:00,3B,2000 E 31ST ST,ROBBERY - STREET,O,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3263800000, -76.5870400000)",STREET,1
2012,6/24/12,3:45:00,3B,4300 YORK RD,ROBBERY - STREET,O,,524,NORTHERN,Wilson Park,"(39.3417800000, -76.6095500000)",STREET,1
2012,6/24/12,3:45:00,3AF,RAVEN BD & E COLD SPRING LA,ROBBERY - STREET,I,FIREARM,413,NORTHEASTERN,New Northwood,"(39.3460600000, -76.5922400000)",APT/CONDO,1
2012,6/24/12,12:39:00,3CF,1200 W PRATT ST,ROBBERY - COMMERCIAL,I,FIREARM,932,SOUTHERN,Washington Village/Pigtown,"(39.2855800000, -76.6374100000)",CAR  REPAI,1
2012,6/24/12,14:30:00,3K,7000 MCCLEAN BD,ROBBERY - RESIDENCE,I,,423,NORTHEASTERN,Hamilton Hills,"(39.3710800000, -76.5669700000)",ROW/TOWNHO,1
2012,6/24/12,23:15:00,3BJ,900 N ROSEDALE ST,ROBBERY - CARJACKING,,,814,SOUTHWESTERN,Franklintown Road,"(39.2976000000, -76.6681200000)",,1
2012,6/24/12,23:35:00,3CF,3200 GREENMOUNT AV,ROBBERY - COMMERCIAL,I,FIREARM,513,NORTHERN,Abell,"(39.3274900000, -76.6094600000)",BAR,1
2012,6/23/12,2:25:00,3AF,900 CATHEDRAL ST,ROBBERY - STREET,O,FIREARM,141,CENTRAL,Mid-Town Belvedere,"(39.2996600000, -76.6172100000)",STREET,1
2012,6/23/12,2:25:00,3AF,900 CATHEDRAL ST,ROBBERY - STREET,O,FIREARM,141,CENTRAL,Mid-Town Belvedere,"(39.2996600000, -76.6172100000)",STREET,1
2012,6/23/12,14:00:00,3AK,1700 WAVERLY WAY,ROBBERY - STREET,,KNIFE,415,NORTHEASTERN,Loch Raven,"(39.3655500000, -76.5812700000)",,1
2012,6/23/12,14:30:00,3B,6900 REISTERSTOWN RD,ROBBERY - STREET,O,,631,NORTHWESTERN,Fallstaff,"(39.3614800000, -76.7092600000)",ALLEY,1
2012,6/23/12,15:05:00,3B,900 S HIGHLAND AV,ROBBERY - STREET,O,,232,SOUTHEASTERN,Canton,"(39.2817800000, -76.5687500000)",STREET,1
2012,6/23/12,15:05:00,3B,900 S HIGHLAND AV,ROBBERY - STREET,O,,232,SOUTHEASTERN,Canton,"(39.2817800000, -76.5687500000)",STREET,1
2012,6/23/12,17:30:00,3B,3000 FREDERICK AV,ROBBERY - STREET,O,,842,SOUTHWESTERN,Carroll-South Hilton,"(39.2800900000, -76.6667500000)",STREET,1
2012,6/23/12,21:20:00,3K,400 S SMALLWOOD ST,ROBBERY - RESIDENCE,I,,841,SOUTHWESTERN,Carrollton Ridge,"(39.2825600000, -76.6511300000)",ROW/TOWNHO,1
2012,6/23/12,23:00:00,3AF,2200 N CHARLES ST,ROBBERY - STREET,O,FIREARM,514,NORTHERN,Old Goucher,"(39.3143900000, -76.6167900000)",STREET,1
2012,6/23/12,23:30:00,3AF,3200 EDMONDSON AV,ROBBERY - STREET,O,FIREARM,842,SOUTHWESTERN,Carroll-South Hilton,"(39.2940600000, -76.6716800000)",STREET,1
2012,6/23/12,23:48:00,3B,3800 ERDMAN AVE,ROBBERY - STREET,O,,432,NORTHEASTERN,Belair-Edison,"(39.3156900000, -76.5687600000)",STREET,1
2012,6/22/12,4:28:00,3AF,500 S BENTALOU ST,ROBBERY - STREET,O,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2813500000, -76.6525300000)",STREET,1
2012,6/22/12,4:28:00,3AF,500 S BENTALOU ST,ROBBERY - STREET,O,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2813500000, -76.6525300000)",STREET,1
2012,6/22/12,4:28:00,3AF,500 S BENTALOU ST,ROBBERY - STREET,O,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2813500000, -76.6525300000)",STREET,1
2012,6/22/12,4:32:00,3B,2400 PENNSYLVANIA AVE,ROBBERY - STREET,O,,733,WESTERN,Penn North,"(39.3094200000, -76.6417700000)",STREET,1
2012,6/22/12,0:10:00,3K,1100 STODDARD CT,ROBBERY - RESIDENCE,I,,123,CENTRAL,Upton,"(39.3007800000, -76.6267300000)",ROW/TOWNHO,1
2012,6/22/12,10:19:00,3CF,1900 E NORTHERN PW,ROBBERY - COMMERCIAL,I,FIREARM,415,NORTHEASTERN,Loch Raven,"(39.3673000000, -76.5807000000)",DRUG STORE,1
2012,6/22/12,13:00:00,3AF,3300 BELLE AV,ROBBERY - STREET,O,FIREARM,643,NORTHWESTERN,Ashburton,"(39.3346700000, -76.6716800000)",STREET,1
2012,6/22/12,14:25:00,3K,2300 WHEATLEY DR,ROBBERY - RESIDENCE,,,821,SOUTHWESTERN,Wakefield,"(39.3135700000, -76.7001000000)",,1
2012,6/22/12,15:30:00,3B,2800 S EDGECOMBE CR,ROBBERY - STREET,O,,532,NORTHERN,Parklane,"(39.3422000000, -76.6612900000)",STREET,1
2012,6/22/12,15:30:00,3AF,2900 W BELVEDERE AV,ROBBERY - STREET,O,FIREARM,633,NORTHWESTERN,Pimlico Good Neighbors,"(39.3516000000, -76.6711800000)",STREET,1
2012,6/22/12,22:55:00,3AF,1400 MASON ST,ROBBERY - STREET,O,FIREARM,132,CENTRAL,Bolton Hill,"(39.3058600000, -76.6257000000)",STREET,1
2012,6/22/12,22:55:00,3AF,1400 MASON ST,ROBBERY - STREET,O,FIREARM,132,CENTRAL,Bolton Hill,"(39.3058600000, -76.6257000000)",STREET,1
2012,6/22/12,22:55:00,3AF,1400 MASON ST,ROBBERY - STREET,O,FIREARM,132,CENTRAL,Bolton Hill,"(39.3058600000, -76.6257000000)",STREET,1
2012,6/22/12,23:30:00,3B,700 DOLPHIN ST,ROBBERY - STREET,O,,123,CENTRAL,Upton,"(39.2980700000, -76.6315900000)",STREET,1
2012,6/21/12,0:14:00,3AF,4700 FLEET ST,ROBBERY - STREET,O,FIREARM,242,SOUTHEASTERN,Greektown,"(39.2860400000, -76.5564500000)",STREET,1
2012,6/21/12,0:20:00,3AO,400 N BRADFORD ST,ROBBERY - STREET,O,OTHER,221,SOUTHEASTERN,McElderry Park,"(39.2959200000, -76.5842800000)",STREET,1
2012,6/21/12,1:17:00,3AF,2000 HARGROVE ST,ROBBERY - STREET,O,FIREARM,514,NORTHERN,Barclay,"(39.3124500000, -76.6144900000)",ALLEY,1
2012,6/21/12,5:03:00,3B,4200 5TH ST,ROBBERY - STREET,O,,913,SOUTHERN,Brooklyn,"(39.2310100000, -76.6058300000)",STREET,1
2012,6/21/12,5:22:00,3GF,1100 W 41ST ST,ROBBERY - COMMERCIAL,I,FIREARM,531,NORTHERN,Hampden,"(39.3378600000, -76.6364800000)",CONVENIENC,1
2012,6/21/12,13:15:00,3B,1400 RUSSELL ST,ROBBERY - STREET,I,,941,SOUTHERN,Carroll - Camden Industrial Area,"(39.2748900000, -76.6266900000)",OTHER - IN,1
2012,6/21/12,14:45:00,3D,300 W LEXINGTON ST,ROBBERY - COMMERCIAL,I,,111,CENTRAL,Downtown,"(39.2915000000, -76.6197900000)",OTHER - IN,1
2012,6/21/12,16:10:00,3AO,700 N LUZERNE AVE,ROBBERY - STREET,O,OTHER,323,EASTERN,Milton-Montford,"(39.2992600000, -76.5809400000)",STREET,1
2012,6/21/12,18:00:00,3P,200 BLK E PRATT ST,ROBBERY - STREET,I,,112,CENTRAL,Inner Harbor,"(39.2865900000, -76.6120400000)",SHOPPING M,1
2012,6/21/12,18:10:00,3B,800 BLK S POTOMAC ST,ROBBERY - STREET,O,,232,SOUTHEASTERN,Canton,"(39.2832200000, -76.5742100000)",STREET,1
2012,6/21/12,18:20:00,3D,700 W FAYETTE ST,ROBBERY - COMMERCIAL,I,,712,CENTRAL,Poppleton,"(39.2900500000, -76.6288300000)",CARRY OUT,1
2012,6/21/12,18:45:00,3K,1000 W FAYETTE ST,ROBBERY - RESIDENCE,I,,712,WESTERN,Poppleton,"(39.2898600000, -76.6343000000)",VACANT BUI,1
2012,6/21/12,18:45:00,3K,1000 W FAYETTE ST,ROBBERY - RESIDENCE,I,,712,WESTERN,Poppleton,"(39.2898600000, -76.6343000000)",ROW/TOWNHO,1
2012,6/21/12,20:00:00,3B,4100 EDMONDSON AV,ROBBERY - STREET,O,,844,SOUTHWESTERN,Edmondson Village,"(39.2937600000, -76.6851500000)",STREET,1
2012,6/21/12,22:00:00,3AK,1000 CATHEDRAL ST,ROBBERY - STREET,O,KNIFE,141,CENTRAL,Mid-Town Belvedere,"(39.3010100000, -76.6176500000)",STREET,1
2012,6/21/12,22:11:00,3B,200 W MONUMENT ST,ROBBERY - STREET,O,,142,CENTRAL,Mount Vernon,"(39.2974400000, -76.6185900000)",STREET,1
2012,6/21/12,22:30:00,3AF,200 LLOYD ST,ROBBERY - STREET,O,FIREARM,211,SOUTHEASTERN,Little Italy,"(39.2881700000, -76.6007400000)",ALLEY,1
2012,6/21/12,22:30:00,3AF,200 LLOYD ST,ROBBERY - STREET,O,FIREARM,211,SOUTHEASTERN,Little Italy,"(39.2881700000, -76.6007400000)",ALLEY,1
2012,6/21/12,22:30:00,3AF,200 LLOYD ST,ROBBERY - STREET,O,FIREARM,211,SOUTHEASTERN,Little Italy,"(39.2881700000, -76.6007400000)",ALLEY,1
2012,6/21/12,22:45:00,3AF,2100 GARRISON BD,ROBBERY - STREET,O,FIREARM,812,SOUTHWESTERN,Mount Holly,"(39.3110000000, -76.6750100000)",STREET,1
2012,6/20/12,0:15:00,3AK,800 N CHARLES ST,ROBBERY - STREET,O,KNIFE,142,CENTRAL,Mount Vernon,"(39.2986700000, -76.6157700000)",STREET,1
2012,6/20/12,0:15:00,3AK,800 N CHARLES ST,ROBBERY - STREET,O,KNIFE,142,CENTRAL,Mount Vernon,"(39.2986700000, -76.6157700000)",STREET,1
2012,6/20/12,1:19:00,3JF,0 S GILMOR ST,ROBBERY - RESIDENCE,I,FIREARM,933,SOUTHERN,Union Square,"(39.2882400000, -76.6424100000)",ROW/TOWNHO,1
2012,6/20/12,1:19:00,3JF,0 S GILMOR ST,ROBBERY - RESIDENCE,I,FIREARM,933,SOUTHERN,Union Square,"(39.2882400000, -76.6424100000)",ROW/TOWNHO,1
2012,6/20/12,4:06:00,3GF,5400 REISTERSTOWN RD,ROBBERY - COMMERCIAL,I,FIREARM,623,NORTHWESTERN,Woodmere,"(39.3471600000, -76.6894400000)",CONVENIENC,1
2012,6/20/12,4:41:00,3B,AV & W 21ST ST,ROBBERY - STREET,O,,514,NORTHERN,Charles North,"(39.3131700000, -76.6180500000)",STREET,1
2012,6/20/12,6:37:00,3B,200 N CONKLING ST,ROBBERY - STREET,O,,223,SOUTHEASTERN,Baltimore Highlands,"(39.2953600000, -76.5677700000)",STREET,1
2012,6/20/12,8:13:00,3K,2800 SEAMON AV,ROBBERY - RESIDENCE,I,,922,SOUTHERN,Cherry Hill,"(39.2531100000, -76.6192300000)",ROW/TOWNHO,1
2012,6/20/12,12:40:00,3AK,3500 COTTAGE AV,ROBBERY - STREET,O,KNIFE,612,NORTHWESTERN,Park Circle,"(39.3291300000, -76.6578700000)",STREET,1
2012,6/20/12,13:27:00,3B,100 EDGEWOOD ST,ROBBERY - STREET,O,,843,SOUTHWESTERN,Allendale,"(39.2895100000, -76.6770400000)",STREET,1
2012,6/20/12,16:30:00,3B,4800 SIPPLE AVE,ROBBERY - STREET,,,443,NORTHEASTERN,Frankford,"(39.3288700000, -76.5503400000)",,1
2012,6/20/12,16:32:00,3AJF,1000 N MOUNT ST,ROBBERY - CARJACKING,O,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.3003500000, -76.6444800000)",STREET,1
2012,6/20/12,16:32:00,3AF,1000 N MOUNT ST,ROBBERY - STREET,O,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.3003500000, -76.6444800000)",STREET,1
2012,6/20/12,16:32:00,3AF,1000 N MOUNT ST,ROBBERY - STREET,O,FIREARM,743,WESTERN,Sandtown-Winchester,"(39.3003500000, -76.6444800000)",STREET,1
2012,6/20/12,19:45:00,3AF,4300 W BAY AVE,ROBBERY - STREET,O,FIREARM,913,SOUTHERN,Brooklyn,"(39.2278800000, -76.5938700000)",STREET,1
2012,6/20/12,21:15:00,3BJ,2400 W BELVEDERE AV,ROBBERY - CARJACKING,O,,532,NORTHERN,Levindale,"(39.3544800000, -76.6623700000)",STREET,1
2012,6/19/12,16:25:00,3B,4400 ST THOMAS AVE,ROBBERY - STREET,,,443,NORTHEASTERN,Frankford,"(39.3297400000, -76.5575100000)",,1
2012,6/19/12,18:46:00,3B,7000 SURREY DR,ROBBERY - STREET,O,,631,NORTHWESTERN,Fallstaff,"(39.3631900000, -76.7083300000)",STREET,1
2012,6/19/12,0:10:00,3JK,4900 CRENSHAW AV,ROBBERY - RESIDENCE,I,KNIFE,443,NORTHEASTERN,Frankford,"(39.3276000000, -76.5461100000)",APT/CONDO,1
2012,6/19/12,1:20:00,3AF,2000 ST PAUL ST,ROBBERY - STREET,O,FIREARM,514,NORTHERN,Charles North,"(39.3123800000, -76.6150600000)",STREET,1
2012,6/19/12,2:00:00,3AF,300 S CATHERINE ST,ROBBERY - STREET,O,FIREARM,842,SOUTHWESTERN,Shipley Hill,"(39.2834200000, -76.6558900000)",STREET,1
2012,6/19/12,2:18:00,3JF,200 EAST ST,ROBBERY - RESIDENCE,I,FIREARM,211,SOUTHEASTERN,Pleasant View Gardens,"(39.2938900000, -76.6032900000)",OTHER/RESI,1
2012,6/19/12,2:18:00,3JF,200 EAST ST,ROBBERY - RESIDENCE,I,FIREARM,211,SOUTHEASTERN,Pleasant View Gardens,"(39.2938900000, -76.6032900000)",OTHER/RESI,1
2012,6/19/12,12:20:00,3AK,1100 CHERRY HILL RD,ROBBERY - STREET,O,KNIFE,922,SOUTHERN,Cherry Hill,"(39.2507000000, -76.6307700000)",STREET,1
2012,6/19/12,12:30:00,3BJ,2800 E MONUMENT ST,ROBBERY - CARJACKING,O,,323,EASTERN,Madison-Eastend,"(39.2990500000, -76.5776300000)",STREET,1
2012,6/19/12,12:50:00,3D,4700 EASTERN AV,ROBBERY - COMMERCIAL,I,,242,SOUTHEASTERN,Greektown,"(39.2870100000, -76.5563600000)",SPECIALTY,1
2012,6/19/12,13:15:00,3NK,2500 PENNSYLVANIA AV,ROBBERY - STREET,I,KNIFE,733,WESTERN,Penn North,"(39.3102600000, -76.6426900000)",BUS/RAILRO,1
2012,6/19/12,13:15:00,3NK,2500 PENNSYLVANIA AV,ROBBERY - STREET,I,KNIFE,733,WESTERN,Penn North,"(39.3102600000, -76.6426900000)",BUS/RAILRO,1
2012,6/19/12,13:30:00,3K,1200 ROSSITER AV,ROBBERY - RESIDENCE,I,,413,NORTHEASTERN,New Northwood,"(39.3479200000, -76.5981900000)",APT/CONDO,1
2012,6/19/12,19:45:00,3AO,3200 BAKER ST,ROBBERY - STREET,O,OTHER,813,SOUTHWESTERN,Rosemont,"(39.3057800000, -76.6713100000)",STREET,1
2012,6/19/12,22:29:00,3AO,800 ST PAUL ST,ROBBERY - STREET,O,OTHER,142,CENTRAL,Mount Vernon,"(39.2991300000, -76.6141900000)",STREET,1
2012,6/18/12,2:00:00,3B,1300 N CAREY ST,ROBBERY - STREET,O,,743,WESTERN,Sandtown-Winchester,"(39.3034200000, -76.6390000000)",STREET,1
2012,6/18/12,2:30:00,3AJF,800 W NORTH AVE,ROBBERY - CARJACKING,O,FIREARM,133,CENTRAL,Reservoir Hill,"(39.3106600000, -76.6302400000)",STREET,1
2012,6/18/12,6:40:00,3AF,800 E BIDDLE ST,ROBBERY - STREET,O,FIREARM,311,EASTERN,Johnston Square,"(39.3038500000, -76.6063000000)",STREET,1
2012,6/18/12,12:02:00,3AO,HEIGHTS AV & GARRISON BL,ROBBERY - STREET,O,OTHER,621,NORTHWESTERN,Forest Park,"(39.3273900000, -76.6825100000)",STREET,1
2012,6/18/12,12:30:00,3AF,300 E 20TH ST,ROBBERY - STREET,O,FIREARM,341,EASTERN,Barclay,"(39.3124100000, -76.6124100000)",STREET,1
2012,6/18/12,16:00:00,3AF,2500 REISTERSTOWN RD,ROBBERY - STREET,O,FIREARM,731,WESTERN,Mondawmin,"(39.3168200000, -76.6506900000)",STREET,1
2012,6/18/12,21:20:00,3AF,1600 BOLTON ST,ROBBERY - STREET,O,FIREARM,132,CENTRAL,Bolton Hill,"(39.3078100000, -76.6271100000)",STREET,1
2012,6/18/12,21:20:00,3AF,1600 BOLTON ST,ROBBERY - STREET,O,FIREARM,132,CENTRAL,Bolton Hill,"(39.3078100000, -76.6271100000)",STREET,1
2012,6/18/12,22:45:00,3AF,4100 BLK WHITE AVE,ROBBERY - STREET,O,FIREARM,425,NORTHEASTERN,Glenham-Belhar,"(39.3450700000, -76.5451600000)",STREET,1
2012,6/18/12,23:00:00,3AF,4500 GARRISON BLVD,ROBBERY - STREET,O,FIREARM,621,NORTHWESTERN,West Arlington,"(39.3378300000, -76.6847700000)",STREET,1
2012,6/18/12,23:00:00,3B,3100 WOODLAND AV,ROBBERY - STREET,O,,614,NORTHWESTERN,Central Park Heights,"(39.3456100000, -76.6705300000)",STREET,1
2012,6/18/12,23:13:00,3CF,3000 INDEPENDENCE ST,ROBBERY - COMMERCIAL,O,FIREARM,513,NORTHERN,Better Waverly,"(39.3243000000, -76.6034300000)",STREET,1
2012,6/17/12,1:45:00,3B,2600 GREENMOUNT AV,ROBBERY - STREET,O,,513,NORTHERN,Harwood,"(39.3203800000, -76.6095100000)",STREET,1
2012,6/17/12,2:30:00,3AK,400 S LINWOOD AVE,ROBBERY - STREET,O,KNIFE,221,SOUTHEASTERN,Patterson Park,"(39.2876700000, -76.5759300000)",STREET,1
2012,6/17/12,2:40:00,3AK,100 S CONKLING ST,ROBBERY - STREET,O,KNIFE,223,SOUTHEASTERN,Baltimore Highlands,"(39.2908100000, -76.5674700000)",STREET,1
2012,6/17/12,5:34:00,3H,6300 EASTERN AV,ROBBERY - COMMERCIAL,I,,242,SOUTHEASTERN,Pulaski Industrial Area,"(39.2875900000, -76.5402100000)",CONVENIENC,1
2012,6/17/12,13:45:00,3AO,2900 W BALTIMORE ST,ROBBERY - STREET,,OTHER,842,SOUTHWESTERN,Carroll-South Hilton,"(39.2874300000, -76.6647400000)",,1
2012,6/17/12,15:30:00,3AF,500 N LOUDON AV,ROBBERY - STREET,O,FIREARM,843,SOUTHWESTERN,Allendale,"(39.2925500000, -76.6825100000)",ALLEY,1
2012,6/17/12,19:30:00,3AF,700 W FAYETTE ST,ROBBERY - STREET,O,FIREARM,122,CENTRAL,Poppleton,"(39.2901200000, -76.6285000000)",STREET,1
2012,6/17/12,21:25:00,3AF,700 WINSTON AVE,ROBBERY - STREET,O,FIREARM,524,NORTHERN,Winston-Govans,"(39.3499900000, -76.6066000000)",STREET,1
2012,6/17/12,21:50:00,3JF,2800 WINDSOR AV,ROBBERY - RESIDENCE,I,FIREARM,731,WESTERN,Panway/Braddish Avenue,"(39.3124000000, -76.6654400000)",APT/CONDO,1
2012,6/17/12,22:51:00,3AF,1700 BOLTON ST,ROBBERY - STREET,O,FIREARM,132,CENTRAL,Bolton Hill,"(39.3085900000, -76.6280700000)",STREET,1
2012,6/16/12,15:30:00,3B,600 N CHESTER ST,ROBBERY - STREET,O,,321,EASTERN,CARE,"(39.2976800000, -76.5878600000)",STREET,1
2012,6/16/12,17:00:00,3BJ,1100 PRATT ST 2NDFLOOR,ROBBERY - CARJACKING,O,,113,CENTRAL,Downtown West,"(39.2865200000, -76.6146800000)",STREET,1
