year,CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,Post,District,Neighborhood,Location 1,Premise,Total Incidents
2013,11/30/13,4:55:00,3JF,7200 HARFORD RD,ROBBERY - RESIDENCE,I,FIREARM,424,NORTHEASTERN,North Harford Road,"(39.3688700000, -76.5470600000)",ROW/TOWNHO,1
2013,11/30/13,4:55:00,3JF,7200 HARFORD RD,ROBBERY - RESIDENCE,I,FIREARM,424,NORTHEASTERN,North Harford Road,"(39.3688700000, -76.5470600000)",ROW/TOWNHO,1
2013,11/30/13,11:40:00,3BJ,1000 N MOUNT ST,ROBBERY - CARJACKING,O,,743,WESTERN,Sandtown-Winchester,"(39.3003500000, -76.6444800000)",STREET,1
2013,11/30/13,13:20:00,3AK,1200 W PRATT ST,ROBBERY - STREET,I,KNIFE,931,SOUTHERN,Hollins Market,"(39.2856700000, -76.6366700000)",HOSP/NURS.,1
2013,11/30/13,18:18:00,3AF,200 S EAST AVE,ROBBERY - STREET,O,FIREARM,231,SOUTHEASTERN,Highlandtown,"(39.2898500000, -76.5717700000)",STREET,1
2013,11/30/13,20:30:00,3AJK,0 S BEECHFIELD AV,ROBBERY - CARJACKING,O,KNIFE,822,SOUTHWESTERN,Tremont,"(39.2835200000, -76.6932800000)",STREET,1
2013,11/30/13,20:35:00,3B,OLDHAM ST,ROBBERY - STREET,O,,242,SOUTHEASTERN,Greektown,"(39.2866500000, -76.5558000000)",STREET,1
2013,11/30/13,22:15:00,3AF,1300 N WOLFE ST,ROBBERY - STREET,O,FIREARM,331,EASTERN,Broadway East,"(39.3055800000, -76.5913600000)",STREET,1
2013,11/29/13,11:30:00,3K,1500 N STRICKER ST,ROBBERY - RESIDENCE,I,,742,WESTERN,Sandtown-Winchester,"(39.3062200000, -76.6419900000)",ROW/TOWNHO,1
2013,11/29/13,13:00:00,3AO,4000 HILTON RD,ROBBERY - STREET,O,OTHER,643,NORTHWESTERN,East Arlington,"(39.3311900000, -76.6680100000)",STREET,1
2013,11/29/13,13:30:00,3B,6000 LOCH RAVEN BD,ROBBERY - STREET,O,,414,NORTHEASTERN,Ramblewood,"(39.3642300000, -76.5866700000)",STREET,1
2013,11/29/13,15:35:00,3B,3800 HAYWARD AVE,ROBBERY - STREET,I,,633,NORTHWESTERN,Arlington,"(39.3471100000, -76.6832500000)",HOSP/NURS.,1
2013,11/29/13,16:17:00,3AF,4700 ELDORADO,ROBBERY - STREET,O,FIREARM,621,NORTHWESTERN,West Arlington,"(39.3408300000, -76.6894000000)",STREET,1
2013,11/29/13,19:45:00,3AF,3300 LIBERTY HGTS AV,ROBBERY - STREET,O,FIREARM,643,NORTHWESTERN,Ashburton,"(39.3242800000, -76.6717000000)",STREET,1
2013,11/29/13,20:00:00,3AF,4100 ST GEORGES AV,ROBBERY - STREET,O,FIREARM,542,NORTHERN,Pen Lucy,"(39.3409200000, -76.6012100000)",ALLEY,1
2013,11/29/13,22:00:00,3AF,4300 HARFORD RD,ROBBERY - STREET,O,FIREARM,422,NORTHEASTERN,Arcadia,"(39.3387300000, -76.5734600000)",ALLEY,1
2013,11/29/13,22:18:00,3AF,2300 WILKENS AV,ROBBERY - STREET,O,FIREARM,841,SOUTHWESTERN,Carrollton Ridge,"(39.2800000000, -76.6530500000)",STREET,1
2013,11/28/13,0:42:00,3AF,1500 PRESSTMAN CT,ROBBERY - STREET,O,FIREARM,742,WESTERN,Sandtown-Winchester,"(39.3054400000, -76.6423400000)",STREET,1
2013,11/28/13,3:25:00,3CF,2000 W PRATT ST,ROBBERY - COMMERCIAL,I,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2851100000, -76.6486000000)",GROCERY/CO,1
2013,11/28/13,9:58:00,3AK,3300 E MONUMENT ST,ROBBERY - STREET,O,KNIFE,333,EASTERN,Orangeville Industrial Area,"(39.2993000000, -76.5714200000)",STREET,1
2013,11/28/13,10:35:00,3CO,2400 BRENTWOOD AV,ROBBERY - COMMERCIAL,O,OTHER,341,EASTERN,Barclay,"(39.3163200000, -76.6104400000)",STREET,1
2013,11/28/13,12:50:00,3D,600 E 33RD ST,ROBBERY - COMMERCIAL,I,,513,NORTHERN,Better Waverly,"(39.3282900000, -76.6081300000)",GROCERY/CO,1
2013,11/28/13,14:40:00,3NO,1300 W BALTIMORE ST,ROBBERY - STREET,I,OTHER,711,WESTERN,Franklin Square,"(39.2885000000, -76.6389700000)",APT/CONDO,1
2013,11/28/13,20:00:00,3AO,100 N CONKLING ST,ROBBERY - STREET,O,OTHER,223,SOUTHEASTERN,Baltimore Highlands,"(39.2937200000, -76.5676600000)",STREET,1
2013,11/28/13,20:00:00,3B,GARRISON AV & BEAUFORT AV,ROBBERY - STREET,O,,614,NORTHWESTERN,Central Park Heights,"(39.3450300000, -76.6774000000)",STREET,1
2013,11/27/13,22:25:00,3AO,900 N GILMOR ST,ROBBERY - STREET,I,OTHER,743,WESTERN,Sandtown-Winchester,"(39.2990600000, -76.6429900000)",LIQUOR STO,1
2013,11/27/13,22:30:00,3P,1100 W HAMBURG ST,ROBBERY - STREET,O,,932,SOUTHERN,Washington Village/Pigtown,"(39.2801100000, -76.6301400000)",RAILROAD C,1
2013,11/27/13,1:00:00,3AK,1700 N CAREY ST,ROBBERY - STREET,O,KNIFE,742,WESTERN,Sandtown-Winchester,"(39.3087000000, -76.6426500000)",STREET,1
2013,11/27/13,9:17:00,3D,2200 EASTERN AV,ROBBERY - COMMERCIAL,I,,232,SOUTHEASTERN,Canton,"(39.2858800000, -76.5855800000)",CONVENIENC,1
2013,11/27/13,12:52:00,3B,3800 E LOMBARD ST,ROBBERY - STREET,O,,223,SOUTHEASTERN,Baltimore Highlands,"(39.2915200000, -76.5648400000)",STREET,1
2013,11/27/13,17:20:00,3B,3900 FREDERICK AV,ROBBERY - STREET,O,,843,SOUTHWESTERN,Irvington,"(39.2818200000, -76.6811400000)",STREET,1
2013,11/27/13,17:24:00,3AO,200 N WARWICK AV,ROBBERY - STREET,O,OTHER,842,SOUTHWESTERN,Penrose/Fayette Street Outreach,"(39.2908100000, -76.6559900000)",STREET,1
2013,11/27/13,18:00:00,3AF,200 N MONASTERY AV,ROBBERY - STREET,O,FIREARM,843,SOUTHWESTERN,Allendale,"(39.2894100000, -76.6746400000)",STREET,1
2013,11/27/13,19:00:00,3AF,1200 W BALTIMORE ST,ROBBERY - STREET,O,FIREARM,931,WESTERN,Hollins Market,"(39.2885500000, -76.6376200000)",STREET,1
2013,11/27/13,19:00:00,3CF,5400 YORK RD,ROBBERY - COMMERCIAL,I,FIREARM,523,NORTHERN,Homeland,"(39.3556500000, -76.6099200000)",RETAIL/SMA,1
2013,11/27/13,20:30:00,3AF,AV & COLLINS AV,ROBBERY - STREET,O,FIREARM,833,SOUTHWESTERN,Irvington,"(39.2817300000, -76.6835700000)",STREET,1
2013,11/27/13,21:00:00,3AF,5100 WABASH AV,ROBBERY - STREET,O,FIREARM,621,NORTHWESTERN,West Arlington,"(39.3412500000, -76.6834100000)",STREET,1
2013,11/26/13,0:12:00,3B,2000 N MONROE ST,ROBBERY - STREET,O,,731,WESTERN,Mondawmin,"(39.3112300000, -76.6482800000)",STREET,1
2013,11/26/13,0:20:00,3AF,600 WOODBOURNE AVE,ROBBERY - STREET,O,FIREARM,523,NORTHERN,Mid-Govans,"(39.3553600000, -76.6082700000)",STREET,1
2013,11/26/13,5:58:00,3CF,200 W 28TH ST,ROBBERY - COMMERCIAL,I,FIREARM,511,NORTHERN,Remington,"(39.3216700000, -76.6204400000)",CONVENIENC,1
2013,11/26/13,7:14:00,3AF,1900 DIVISION,ROBBERY - STREET,O,FIREARM,123,CENTRAL,Upton,"(39.3060900000, -76.6357600000)",STREET,1
2013,11/26/13,9:00:00,3B,300 S SMALLWOOD ST,ROBBERY - STREET,O,,841,SOUTHWESTERN,Carrollton Ridge,"(39.2839200000, -76.6512000000)",STREET,1
2013,11/26/13,17:00:00,3AF,700 WARWICK AVE,ROBBERY - STREET,O,FIREARM,721,WESTERN,Evergreen Lawn,"(39.2955500000, -76.6564100000)",STREET,1
2013,11/26/13,18:13:00,3D,2500 ORLEANS ST,ROBBERY - COMMERCIAL,I,,221,SOUTHEASTERN,McElderry Park,"(39.2956900000, -76.5813500000)",OTHER - IN,1
2013,11/26/13,20:45:00,3AF,900 S KENWOOD AV,ROBBERY - STREET,O,FIREARM,232,SOUTHEASTERN,Canton,"(39.2820100000, -76.5769900000)",STREET,1
2013,11/25/13,2:16:00,3K,6400 ODONNELL ST,ROBBERY - RESIDENCE,I,,243,SOUTHEASTERN,Graceland Park,"(39.2817000000, -76.5374600000)",ROW/TOWNHO,1
2013,11/25/13,2:32:00,3AF,1200 E COLD SPRING LA,ROBBERY - STREET,O,FIREARM,413,NORTHEASTERN,New Northwood,"(39.3449500000, -76.5975100000)",STREET,1
2013,11/25/13,4:15:00,3AF,1100 E 33RD ST,ROBBERY - STREET,O,FIREARM,412,NORTHEASTERN,Better Waverly,"(39.3284200000, -76.6005100000)",STREET,1
2013,11/25/13,7:50:00,3AO,6100 E PRATT ST,ROBBERY - STREET,O,OTHER,241,SOUTHEASTERN,Bayview,"(39.2905100000, -76.5438900000)",STREET,1
2013,11/25/13,12:56:00,3AK,1400 E LOMBARD ST,ROBBERY - STREET,O,KNIFE,212,SOUTHEASTERN,Washington Hill,"(39.2902500000, -76.5985200000)",STREET,1
2013,11/25/13,13:32:00,3CF,0 E BALTIMORE ST,ROBBERY - COMMERCIAL,I,FIREARM,111,CENTRAL,Downtown,"(39.2895600000, -76.6149100000)",JEWELRY ST,1
2013,11/25/13,16:50:00,3AO,3700 PENNINGTON AV,ROBBERY - STREET,O,OTHER,911,SOUTHERN,Curtis Bay,"(39.2310700000, -76.5890300000)",STREET,1
2013,11/25/13,19:50:00,3AF,5600 WESLEY AV,ROBBERY - STREET,I,FIREARM,622,NORTHWESTERN,Howard Park,"(39.3331300000, -76.7090300000)",ROW/TOWNHO,1
2013,11/25/13,20:30:00,3CF,0 W FRANKLIN ST,ROBBERY - COMMERCIAL,I,FIREARM,142,CENTRAL,Mount Vernon,"(39.2951100000, -76.6159400000)",HOTEL/MOTE,1
2013,11/25/13,21:00:00,3AF,1900 GREENMOUNT AV,ROBBERY - STREET,I,FIREARM,341,EASTERN,Barclay,"(39.3118800000, -76.6095100000)",BUS/RAILRO,1
2013,11/25/13,21:20:00,3AF,5700 CHINQUAPIN PW,ROBBERY - STREET,O,FIREARM,522,NORTHERN,Glen Oaks,"(39.3603400000, -76.5975000000)",STREET,1
2013,11/25/13,21:20:00,3AF,5700 CHINQUAPIN PW,ROBBERY - STREET,O,FIREARM,522,NORTHERN,Glen Oaks,"(39.3603400000, -76.5975000000)",STREET,1
2013,11/25/13,23:45:00,3AJF,3300 GWYNNS FALLS PW,ROBBERY - CARJACKING,O,FIREARM,641,NORTHWESTERN,Hanlon-Longwood,"(39.3144100000, -76.6729400000)",STREET,1
2013,11/24/13,3:45:00,3B,1000 UPNOR RD,ROBBERY - STREET,O,,523,NORTHERN,Cameron Village,"(39.3574100000, -76.5995500000)",ALLEY,1
2013,11/24/13,16:44:00,3CK,900 S CHARLES ST,ROBBERY - COMMERCIAL,I,KNIFE,942,SOUTHERN,Federal Hill,"(39.2788700000, -76.6145300000)",OTHER - IN,1
2013,11/24/13,20:00:00,3AF,3300 Spaulding,ROBBERY - STREET,O,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3474700000, -76.6761700000)",STREET,1
2013,11/23/13,0:45:00,3AF,1500 E BELVEDERE AV,ROBBERY - STREET,I,FIREARM,415,NORTHEASTERN,Loch Raven,"(39.3597600000, -76.5882800000)",BUS/RAILRO,1
2013,11/23/13,1:19:00,3AK,4300 BOWERS AV,ROBBERY - STREET,O,KNIFE,623,NORTHWESTERN,Grove Park,"(39.3424200000, -76.7016400000)",STREET,1
2013,11/23/13,8:20:00,3B,2400 CALLOW AV,ROBBERY - STREET,O,,133,CENTRAL,Reservoir Hill,"(39.3152500000, -76.6314600000)",PORCH/DECK,1
2013,11/23/13,10:30:00,3K,1300 CAMBRIA ST,ROBBERY - RESIDENCE,I,,911,SOUTHERN,Curtis Bay,"(39.2322900000, -76.5914500000)",ROW/TOWNHO,1
2013,11/23/13,12:30:00,3B,400 WATTY CT,ROBBERY - STREET,O,,123,CENTRAL,Upton,"(39.3016800000, -76.6253000000)",STREET,1
2013,11/23/13,13:30:00,3B,1000 W NORTH AVE,ROBBERY - STREET,O,,133,CENTRAL,Reservoir Hill,"(39.3105000000, -76.6341600000)",STREET,1
2013,11/23/13,15:45:00,3AF,1000 E 36TH ST,ROBBERY - STREET,O,FIREARM,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3317000000, -76.6018300000)",STREET,1
2013,11/23/13,20:30:00,3AF,3400 CROSSLAND AV,ROBBERY - STREET,O,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3260900000, -76.5777000000)",STREET,1
2013,11/23/13,21:03:00,3AF,400 BLOOM ST,ROBBERY - STREET,O,FIREARM,131,CENTRAL,Druid Heights,"(39.3093400000, -76.6347900000)",STREET,1
2013,11/23/13,23:15:00,3AF,200 S MONROE ST,ROBBERY - STREET,O,FIREARM,934,SOUTHERN,Carrollton Ridge,"(39.2850900000, -76.6467900000)",STREET,1
2013,11/23/13,23:55:00,3CF,3700 MANCHESTER AV,ROBBERY - COMMERCIAL,O,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3424300000, -76.6764100000)",STREET,1
2013,11/22/13,23:15:00,3B,200 PONTIAC AV,ROBBERY - STREET,O,,913,SOUTHERN,Brooklyn,"(39.2370300000, -76.6085200000)",STREET,1
2013,11/22/13,0:50:00,3JF,1600 N CALVERT ST,ROBBERY - RESIDENCE,I,FIREARM,311,CENTRAL,Greenmount West,"(39.3082300000, -76.6135600000)",ROW/TOWNHO,1
2013,11/22/13,0:50:00,3JF,1600 N CALVERT ST,ROBBERY - RESIDENCE,I,FIREARM,311,CENTRAL,Greenmount West,"(39.3082300000, -76.6135600000)",ROW/TOWNHO,1
2013,11/22/13,0:50:00,3JF,1600 N CALVERT ST,ROBBERY - RESIDENCE,I,FIREARM,311,CENTRAL,Greenmount West,"(39.3082300000, -76.6135600000)",ROW/TOWNHO,1
2013,11/22/13,8:20:00,3LF,100 S EATON ST,ROBBERY - COMMERCIAL,I,FIREARM,223,SOUTHEASTERN,Baltimore Highlands,"(39.2907000000, -76.5655800000)",BANK/FINAN,1
2013,11/22/13,14:43:00,3AF,,ROBBERY - STREET,O,FIREARM,724,Western,,,STREET,1
2013,11/22/13,14:43:00,3AF,,ROBBERY - STREET,O,FIREARM,724,Western,,,STREET,1
2013,11/22/13,16:15:00,3K,3200 LILY AV,ROBBERY - RESIDENCE,I,,922,SOUTHERN,Cherry Hill,"(39.2466500000, -76.6367400000)",ROW/TOWNHO,1
2013,11/22/13,19:09:00,3CF,1000 PARK AV,ROBBERY - COMMERCIAL,I,FIREARM,141,CENTRAL,Mid-Town Belvedere,"(39.3033900000, -76.6189200000)",CONVENIENC,1
2013,11/22/13,22:15:00,3CO,600 E 33RD ST,ROBBERY - COMMERCIAL,I,OTHER,513,NORTHERN,Better Waverly,"(39.3282900000, -76.6081300000)",GROCERY/CO,1
2013,11/21/13,16:16:00,3D,5100 PARK HEIGHTS AV,ROBBERY - COMMERCIAL,I,,614,NORTHWESTERN,Central Park Heights,"(39.3485700000, -76.6751700000)",OTHER - IN,1
2013,11/21/13,1:45:00,3GF,2800 LIBERTY HGTS AV,ROBBERY - COMMERCIAL,O,FIREARM,611,NORTHWESTERN,Liberty Square,"(39.3215100000, -76.6623800000)",GAS STATIO,1
2013,11/21/13,10:00:00,3P,5000 SINCLAIR LA,ROBBERY - STREET,,,443,NORTHEASTERN,Frankford,"(39.3218200000, -76.5480400000)",,1
2013,11/21/13,12:28:00,3D,3800 E LOMBARD ST,ROBBERY - COMMERCIAL,I,,223,SOUTHEASTERN,Baltimore Highlands,"(39.2915200000, -76.5648400000)",RETAIL/SMA,1
2013,11/21/13,14:45:00,3D,6500 REISTERSTOWN RD,ROBBERY - COMMERCIAL,I,,631,NORTHWESTERN,Reisterstown Station,"(39.3562700000, -76.7027000000)",DEPARTMENT,1
2013,11/21/13,15:15:00,3P,1800 N BENTALOU ST,ROBBERY - STREET,O,,723,WESTERN,Coppin Heights/Ash-Co-East,"(39.3086600000, -76.6540900000)",BUS/AUTO,1
2013,11/21/13,15:34:00,3B,2200 W LAFAYETTE AVE,ROBBERY - STREET,O,,723,WESTERN,Bridgeview/Greenlawn,"(39.2986000000, -76.6521500000)",STREET,1
2013,11/21/13,21:50:00,3CF,1000 W 41ST ST,ROBBERY - COMMERCIAL,I,FIREARM,541,NORTHERN,Hoes Heights,"(39.3375600000, -76.6347400000)",FAST FOOD,1
2013,11/21/13,22:20:00,3B,5300 LOCH RAVEN BD,ROBBERY - STREET,O,,413,NORTHEASTERN,New Northwood,"(39.3546100000, -76.5898800000)",PARKING LO,1
2013,11/20/13,8:57:00,3P,300 ST PAUL PL,ROBBERY - STREET,I,,111,CENTRAL,Downtown,"(39.2937500000, -76.6136000000)",HOSP/NURS.,1
2013,11/20/13,10:30:00,3NK,2500 E NORTHERN PKY,ROBBERY - STREET,I,KNIFE,423,NORTHEASTERN,Hamilton Hills,"(39.3667400000, -76.5622400000)",SCHOOL,1
2013,11/20/13,15:45:00,3B,1600 CHILTON ST,ROBBERY - STREET,O,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3275500000, -76.5940400000)",STREET,1
2013,11/20/13,16:40:00,3P,4500 YORK RD,ROBBERY - STREET,I,,542,NORTHERN,Guilford,"(39.3440800000, -76.6096100000)",SCHOOL,1
2013,11/20/13,18:11:00,3K,1500 FEDERAL ST,ROBBERY - RESIDENCE,I,,343,EASTERN,Oliver,"(39.3084600000, -76.5974700000)",ROW/TOWNHO,1
2013,11/20/13,20:41:00,3CF,1700 FLEET ST,ROBBERY - COMMERCIAL,I,FIREARM,213,SOUTHEASTERN,Fells Point,"(39.2846300000, -76.5921700000)",OTHER - IN,1
2013,11/19/13,1:40:00,3CF,400 W 23RD ST,ROBBERY - COMMERCIAL,I,FIREARM,511,NORTHERN,Remington,"(39.3150900000, -76.6220900000)",BAR,1
2013,11/19/13,2:00:00,3CF,100 HOPKINS PL,ROBBERY - COMMERCIAL,I,FIREARM,113,CENTRAL,Downtown West,"(39.2874600000, -76.6177100000)",HOTEL/MOTE,1
2013,11/19/13,13:37:00,3D,3900 W BELVEDERE AV,ROBBERY - COMMERCIAL,I,,613,NORTHWESTERN,Langston Hughes,"(39.3445600000, -76.6818800000)",RETAIL/SMA,1
2013,11/19/13,13:45:00,3P,1300 W 36TH ST,ROBBERY - STREET,I,,531,NORTHERN,Hampden,"(39.3305200000, -76.6369200000)",SCHOOL,1
2013,11/19/13,14:57:00,3B,5200 YORK RD,ROBBERY - STREET,O,,521,NORTHERN,York-Homeland,"(39.3520700000, -76.6098000000)",STREET,1
2013,11/19/13,16:35:00,3B,1500 RETREAT ST,ROBBERY - STREET,O,,733,WESTERN,Penn North,"(39.3126900000, -76.6420900000)",STREET,1
2013,11/19/13,16:40:00,3B,3500 HILLEN RD,ROBBERY - STREET,O,,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3325500000, -76.5889600000)",STREET,1
2013,11/19/13,16:45:00,3K,5300 GWYNN OAK AV,ROBBERY - RESIDENCE,I,,622,NORTHWESTERN,Howard Park,"(39.3290000000, -76.7060500000)",SINGLE HOU,1
2013,11/19/13,16:50:00,3P,1200 S HOWARD ST,ROBBERY - STREET,O,,132,CENTRAL,Bolton Hill,"(39.3063300000, -76.6209800000)",BUS/AUTO,1
2013,11/19/13,22:00:00,3B,3800 COLDSPRING LN,ROBBERY - STREET,O,,642,NORTHWESTERN,Dolfield,"(39.3353000000, -76.6795700000)",STREET,1
2013,11/18/13,0:10:00,3AF,2300 WASHINGTON BD,ROBBERY - STREET,O,FIREARM,831,SOUTHWESTERN,Morrell Park,"(39.2694000000, -76.6494000000)",STREET,1
2013,11/18/13,9:35:00,3B,1500 E 33RD ST,ROBBERY - STREET,O,,412,NORTHEASTERN,Ednor Gardens-Lakeside,"(39.3285100000, -76.5947300000)",STREET,1
2013,11/18/13,15:15:00,3B,500 N CALHOUN ST,ROBBERY - STREET,O,,713,WESTERN,Harlem Park,"(39.2949100000, -76.6398600000)",STREET,1
2013,11/18/13,19:10:00,3B,2700 HARFORD RD,ROBBERY - STREET,O,,411,NORTHEASTERN,Coldstream Homestead Montebello,"(39.3203700000, -76.5916400000)",BUS/AUTO,1
2013,11/18/13,20:00:00,3K,5000 DENMORE AV,ROBBERY - RESIDENCE,I,,614,NORTHWESTERN,Central Park Heights,"(39.3472400000, -76.6755000000)",ROW/TOWNHO,1
2013,11/18/13,23:15:00,3AF,6400 BIRCHWOOD AV,ROBBERY - STREET,O,FIREARM,423,NORTHEASTERN,Hamilton Hills,"(39.3632000000, -76.5623500000)",STREET,1
2013,11/17/13,2:15:00,3AK,1200 MARSHALL ST,ROBBERY - STREET,O,KNIFE,942,SOUTHERN,Federal Hill,"(39.2754000000, -76.6128400000)",ALLEY,1
2013,11/17/13,9:45:00,3B,3400 E FAIRMOUNT AV,ROBBERY - STREET,O,,223,SOUTHEASTERN,Baltimore Highlands,"(39.2936000000, -76.5688200000)",STREET,1
2013,11/17/13,11:40:00,3JF,1200 W LOMBARD ST,ROBBERY - RESIDENCE,I,FIREARM,931,SOUTHERN,Hollins Market,"(39.2866000000, -76.6374500000)",OTHER - IN,1
2013,11/17/13,13:24:00,3CK,3100 W NORTH AV,ROBBERY - COMMERCIAL,I,KNIFE,813,SOUTHWESTERN,Northwest Community Action,"(39.3088900000, -76.6703000000)",UNKNOWN,1
2013,11/17/13,18:23:00,3B,800 KEY HW,ROBBERY - STREET,O,,942,SOUTHERN,Inner Harbor,"(39.2796900000, -76.6063700000)",STREET,1
2013,11/17/13,20:46:00,3B,400 W MULBERRY ST,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2939000000, -76.6213100000)",STREET,1
2013,11/17/13,21:45:00,3AK,6300 WABASH AV,ROBBERY - STREET,O,KNIFE,631,NORTHWESTERN,Reisterstown Station,"(39.3516300000, -76.7046400000)",SUBWAY,1
2013,11/16/13,23:55:00,3AK,800 S WOLFE ST,ROBBERY - STREET,I,KNIFE,213,SOUTHEASTERN,Fells Point,"(39.2825900000, -76.5899100000)",PARKING LO,1
2013,11/16/13,1:00:00,3AF,2600 PARK HEIGHTS TR,ROBBERY - STREET,O,FIREARM,614,NORTHWESTERN,Central Park Heights,"(39.3378000000, -76.6637100000)",STREET,1
2013,11/16/13,1:08:00,3AK,1800 RUTLAND AVE,ROBBERY - STREET,O,KNIFE,331,EASTERN,Broadway East,"(39.3111500000, -76.5930200000)",STREET,1
2013,11/16/13,2:10:00,3B,0 COMMERCE ST,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2896400000, -76.6102500000)",STREET,1
2013,11/16/13,3:15:00,3B,1600 E 25TH ST,ROBBERY - STREET,O,,342,EASTERN,Darley Park,"(39.3162900000, -76.5942000000)",STREET,1
2013,11/16/13,4:30:00,3AF,700 N CAROLINE ST,ROBBERY - STREET,O,FIREARM,321,EASTERN,Dunbar-Broadway,"(39.2980800000, -76.5975500000)",STREET,1
2013,11/16/13,16:29:00,3CF,6100 HARFORD RD,ROBBERY - COMMERCIAL,I,FIREARM,424,NORTHEASTERN,Westfield,"(39.3585200000, -76.5560400000)",OTHER - IN,1
2013,11/16/13,17:21:00,3CF,5900 REISTERSTOWN RD,ROBBERY - COMMERCIAL,I,FIREARM,631,NORTHWESTERN,Reisterstown Station,"(39.3513300000, -76.6955000000)",RETAIL/SMA,1
2013,11/16/13,17:30:00,3B,1200 E EAGER ST,ROBBERY - STREET,O,,311,EASTERN,Johnston Square,"(39.3016000000, -76.6019700000)",STREET,1
2013,11/16/13,20:40:00,3AF,0 W 27TH ST,ROBBERY - STREET,O,FIREARM,512,NORTHERN,Charles Village,"(39.3205800000, -76.6179600000)",STREET,1
2013,11/16/13,21:00:00,3AF,1700 SPENCE ST,ROBBERY - STREET,O,FIREARM,831,SOUTHWESTERN,Morrell Park,"(39.2696300000, -76.6521200000)",STREET,1
2013,11/16/13,21:25:00,3B,0 S ANN ST,ROBBERY - STREET,O,,212,SOUTHEASTERN,Washington Hill,"(39.2915500000, -76.5918100000)",STREET,1
2013,11/16/13,21:35:00,3AO,100 S BETHEL ST,ROBBERY - STREET,O,OTHER,212,SOUTHEASTERN,Washington Hill,"(39.2901600000, -76.5948500000)",STREET,1
2013,11/16/13,21:40:00,3B,1600 EASTERN AVE,ROBBERY - STREET,O,,213,SOUTHEASTERN,Fells Point,"(39.2855200000, -76.5952400000)",STREET,1
2013,11/16/13,22:02:00,3CF,3600 BELAIR RD,ROBBERY - COMMERCIAL,I,FIREARM,432,NORTHEASTERN,Belair-Edison,"(39.3243500000, -76.5700900000)",LIQUOR STO,1
2013,11/16/13,22:45:00,3AF,1200 W MOUNT ROYAL AV,ROBBERY - STREET,O,FIREARM,141,CENTRAL,Mid-Town Belvedere,"(39.3068000000, -76.6202400000)",STREET,1
2013,11/16/13,22:50:00,3B,1800 BOLTON ST,ROBBERY - STREET,O,,132,CENTRAL,Bolton Hill,"(39.3093900000, -76.6290400000)",STREET,1
2013,11/15/13,2:00:00,3AK,4400 PARK HEIGHTS AV,ROBBERY - STREET,O,KNIFE,614,NORTHWESTERN,Central Park Heights,"(39.3397200000, -76.6665600000)",STREET,1
2013,11/15/13,3:02:00,3JF,1900 W LEXINGTON ST,ROBBERY - RESIDENCE,I,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2905700000, -76.6478000000)",ROW/TOWNHO,1
2013,11/15/13,3:02:00,3JF,1900 W LEXINGTON ST,ROBBERY - RESIDENCE,I,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2905700000, -76.6478000000)",ROW/TOWNHO,1
2013,11/15/13,3:02:00,3JF,1900 W LEXINGTON ST,ROBBERY - RESIDENCE,I,FIREARM,714,WESTERN,Penrose/Fayette Street Outreach,"(39.2905700000, -76.6478000000)",ROW/TOWNHO,1
2013,11/15/13,13:16:00,3AF,2300 GARRISON BD,ROBBERY - STREET,O,FIREARM,641,NORTHWESTERN,Garwyn Oaks,"(39.3143600000, -76.6766900000)",PORCH/DECK,1
2013,11/15/13,13:35:00,3B,0 N HOWARD ST,ROBBERY - STREET,O,,111,CENTRAL,Downtown,"(39.2900600000, -76.6194400000)",STREET,1
2013,11/15/13,14:20:00,3B,2800 ST PAUL ST,ROBBERY - STREET,O,,512,NORTHERN,Charles Village,"(39.3221700000, -76.6157100000)",STREET,1
2013,11/15/13,16:00:00,3AF,3300 REISTERSTOWN RD,ROBBERY - STREET,O,FIREARM,611,NORTHWESTERN,Liberty Square,"(39.3250400000, -76.6575100000)",PARKING LO,1
2013,11/15/13,16:00:00,3AF,3300 REISTERSTOWN RD,ROBBERY - STREET,O,FIREARM,611,NORTHWESTERN,Liberty Square,"(39.3250400000, -76.6575100000)",PARKING LO,1
2013,11/15/13,16:08:00,3D,1700 PENNSYLVANIA AV,ROBBERY - COMMERCIAL,I,,123,CENTRAL,Upton,"(39.3039500000, -76.6351200000)",OTHER - IN,1
2013,11/14/13,5:30:00,3AF,400 E NORTH AVE,ROBBERY - STREET,O,FIREARM,341,EASTERN,Barclay,"(39.3114300000, -76.6108300000)",STREET,1
2013,11/14/13,11:25:00,3CF,3500 EASTERN AV,ROBBERY - COMMERCIAL,I,FIREARM,231,SOUTHEASTERN,Highlandtown,"(39.2866100000, -76.5680500000)",RETAIL/SMA,1
